,fitted,logit_fitted,true_labels,acc,lpml
0,0.05131723058090221,0.5128264929327297,0.0,0.6415094339622641,-279.3935164438727
1,0.15097721894157745,0.5376727720970309,0.0,0.6415094339622641,-279.3935164438727
2,0.6969165405199644,0.6675037753282174,0.0,0.6415094339622641,-279.3935164438727
3,0.4050394438949667,0.5998978362416296,0.0,0.6415094339622641,-279.3935164438727
4,-0.3877708643836014,0.4042540346971639,0.0,0.6415094339622641,-279.3935164438727
5,0.45280076779784273,0.6113049348686849,0.0,0.6415094339622641,-279.3935164438727
6,0.621613018712953,0.6505853155479839,0.0,0.6415094339622641,-279.3935164438727
7,-0.10977244857518809,0.47258441212660046,0.0,0.6415094339622641,-279.3935164438727
8,0.13477378390451378,0.5336425378737024,0.0,0.6415094339622641,-279.3935164438727
9,0.2276301526441006,0.5566630804384131,0.0,0.6415094339622641,-279.3935164438727
10,0.25785531122816285,0.564109006905909,0.0,0.6415094339622641,-279.3935164438727
11,0.6706133885627162,0.6616404935546476,0.0,0.6415094339622641,-279.3935164438727
12,0.3191400145030019,0.5791146528075756,0.0,0.6415094339622641,-279.3935164438727
13,0.1287433528668907,0.5321414554898318,0.0,0.6415094339622641,-279.3935164438727
14,0.16979697710144143,0.5423475495671239,0.0,0.6415094339622641,-279.3935164438727
15,0.2965115724413046,0.5735895210530337,0.0,0.6415094339622641,-279.3935164438727
16,0.5745947724213696,0.6398227174933684,0.0,0.6415094339622641,-279.3935164438727
17,0.4585677648893762,0.6126743552143994,0.0,0.6415094339622641,-279.3935164438727
18,0.21022453798607932,0.5523634290562377,0.0,0.6415094339622641,-279.3935164438727
19,0.6730377672771173,0.6621830320422657,0.0,0.6415094339622641,-279.3935164438727
20,0.06190765693991049,0.515471973114409,0.0,0.6415094339622641,-279.3935164438727
21,0.22515107893067232,0.5560511859430086,0.0,0.6415094339622641,-279.3935164438727
22,0.5063407944724323,0.6239482802992371,0.0,0.6415094339622641,-279.3935164438727
23,-0.09727910606746659,0.4756993839767005,0.0,0.6415094339622641,-279.3935164438727
24,0.21474278328878488,0.5534803355255252,0.0,0.6415094339622641,-279.3935164438727
25,0.05827966659809142,0.5145657941325232,0.0,0.6415094339622641,-279.3935164438727
26,-0.04824529343841377,0.48794101559904934,0.0,0.6415094339622641,-279.3935164438727
27,0.742462079819957,0.6775340105187884,0.0,0.6415094339622641,-279.3935164438727
28,-0.057318963462039796,0.4856741811660605,0.0,0.6415094339622641,-279.3935164438727
29,0.5027532734599857,0.6231061421956616,0.0,0.6415094339622641,-279.3935164438727
30,0.2728090118765496,0.5677823828902386,0.0,0.6415094339622641,-279.3935164438727
31,0.6506979643500633,0.6571677301037042,0.0,0.6415094339622641,-279.3935164438727
32,0.5002680052543528,0.6225223113641472,0.0,0.6415094339622641,-279.3935164438727
33,0.05787837866772183,0.5144655567035743,0.0,0.6415094339622641,-279.3935164438727
34,0.6428099069607498,0.655388367411923,0.0,0.6415094339622641,-279.3935164438727
35,0.30455304401453287,0.5755551672205915,0.0,0.6415094339622641,-279.3935164438727
36,0.12578678798866927,0.5314052991986665,0.0,0.6415094339622641,-279.3935164438727
