,fitted,logit_fitted,true_labels,acc,lpml
0,-0.10914577490760813,0.47274061220500957,0.0,0.660377358490566,-5361.4768193743375
1,0.012029312631826161,0.5030072918940226,0.0,0.660377358490566,-5361.4768193743375
2,0.411976595583309,0.6015617345544799,0.0,0.660377358490566,-5361.4768193743375
3,0.27843519416543416,0.5691625492657706,0.0,0.660377358490566,-5361.4768193743375
4,-0.23995959498468689,0.44029630793769053,0.0,0.660377358490566,-5361.4768193743375
5,0.3792019927734157,0.5936806188853856,0.0,0.660377358490566,-5361.4768193743375
6,0.5525419270002794,0.6347251361729266,0.0,0.660377358490566,-5361.4768193743375
7,0.017174478030702822,0.5042935139726565,0.0,0.660377358490566,-5361.4768193743375
8,0.03808035846561858,0.5095189393488407,0.0,0.660377358490566,-5361.4768193743375
9,0.18541900558589908,0.546222399242498,0.0,0.660377358490566,-5361.4768193743375
10,0.24975049281134104,0.5621150877103674,0.0,0.660377358490566,-5361.4768193743375
11,0.5698400159326797,0.6387262588407695,0.0,0.660377358490566,-5361.4768193743375
12,-0.06902783787783984,0.4827498894914875,0.0,0.660377358490566,-5361.4768193743375
13,-0.08301391072312392,0.47925843233133475,0.0,0.660377358490566,-5361.4768193743375
14,0.01963372975401334,0.504908274768002,0.0,0.660377358490566,-5361.4768193743375
15,0.13891979507237218,0.5346742027489997,0.0,0.660377358490566,-5361.4768193743375
16,0.378884360634296,0.5936039961294532,0.0,0.660377358490566,-5361.4768193743375
17,0.25818103172339235,0.5641890966568457,0.0,0.660377358490566,-5361.4768193743375
18,0.30111022645698776,0.5747138984398904,0.0,0.660377358490566,-5361.4768193743375
19,0.7490306680720744,0.6789674499270083,0.0,0.660377358490566,-5361.4768193743375
20,0.1453539513566144,0.536274643453393,0.0,0.660377358490566,-5361.4768193743375
21,0.1217424725326679,0.5303980826572988,0.0,0.660377358490566,-5361.4768193743375
22,0.435611407315298,0.6072128215796053,0.0,0.660377358490566,-5361.4768193743375
23,-0.04737279017969659,0.4881590168149566,0.0,0.660377358490566,-5361.4768193743375
24,0.007694383070045385,0.5019235862772624,0.0,0.660377358490566,-5361.4768193743375
25,0.0642086802554136,0.5160466574067177,0.0,0.660377358490566,-5361.4768193743375
26,-0.17652317197991318,0.455983445587286,0.0,0.660377358490566,-5361.4768193743375
27,0.5820869862117015,0.6415474803239458,0.0,0.660377358490566,-5361.4768193743375
28,-0.1541163499821988,0.46154699322719617,0.0,0.660377358490566,-5361.4768193743375
29,0.2731459321053813,0.5678650630948482,0.0,0.660377358490566,-5361.4768193743375
