,fitted,logit_fitted,true_labels,acc,lpml
0,0.1563620405157375,0.5390110604279749,0.0,0.6226415094339622,-255.70050044521182
1,0.22769883476666564,0.5566800303850701,0.0,0.6226415094339622,-255.70050044521182
2,0.734754249491001,0.6758476916236273,0.0,0.6226415094339622,-255.70050044521182
3,0.4689179889432933,0.6151276269332907,0.0,0.6226415094339622,-255.70050044521182
4,-0.5671348124458993,0.3618982144309662,0.0,0.6226415094339622,-255.70050044521182
5,0.35187818347154354,0.5870729592997201,0.0,0.6226415094339622,-255.70050044521182
6,0.5603631393763311,0.6365365595620159,0.0,0.6226415094339622,-255.70050044521182
7,-0.17522787856172084,0.45630477764206523,0.0,0.6226415094339622,-255.70050044521182
8,0.25916700156090045,0.5644315113220295,0.0,0.6226415094339622,-255.70050044521182
9,0.31381749330386993,0.5778167933998825,0.0,0.6226415094339622,-255.70050044521182
10,0.26425524413710316,0.5656820358619156,0.0,0.6226415094339622,-255.70050044521182
11,0.7443930203931788,0.6779557409463199,0.0,0.6226415094339622,-255.70050044521182
12,0.48771366164171226,0.6195676817451079,0.0,0.6226415094339622,-255.70050044521182
13,0.3226125408043268,0.5799608160805161,0.0,0.6226415094339622,-255.70050044521182
14,0.28787117726182954,0.5714748821849442,0.0,0.6226415094339622,-255.70050044521182
15,0.37109495698488415,0.5917235321235225,0.0,0.6226415094339622,-255.70050044521182
16,0.6816071872182521,0.6640973104899939,0.0,0.6226415094339622,-255.70050044521182
17,0.4472995702593259,0.6099969910879197,0.0,0.6226415094339622,-255.70050044521182
18,0.16036789846273553,0.5400062716931346,0.0,0.6226415094339622,-255.70050044521182
19,0.6245656879670558,0.6512562295237619,0.0,0.6226415094339622,-255.70050044521182
20,0.0833479320404314,0.5208249287194919,0.0,0.6226415094339622,-255.70050044521182
21,0.30301978561307413,0.5751805620305489,0.0,0.6226415094339622,-255.70050044521182
22,0.42445264790932535,0.6045482369234138,0.0,0.6226415094339622,-255.70050044521182
23,-0.08435790469921986,0.4789230214410771,0.0,0.6226415094339622,-255.70050044521182
24,0.33999509948452894,0.5841893325411185,0.0,0.6226415094339622,-255.70050044521182
25,0.013828877192171712,0.503457164203166,0.0,0.6226415094339622,-255.70050044521182
26,0.07817184230455765,0.5195330146667785,0.0,0.6226415094339622,-255.70050044521182
27,0.7607837412859878,0.6815238683141553,0.0,0.6226415094339622,-255.70050044521182
28,0.019476550506963203,0.5048689837126388,0.0,0.6226415094339622,-255.70050044521182
29,0.49275390921332807,0.6207549680563704,0.0,0.6226415094339622,-255.70050044521182
30,0.3304714633758623,0.581874086719951,0.0,0.6226415094339622,-255.70050044521182
31,0.7751091682079889,0.6846250716974186,0.0,0.6226415094339622,-255.70050044521182
32,0.538635650228987,0.6314949781682896,0.0,0.6226415094339622,-255.70050044521182
33,0.18913797661421733,0.5471440368885349,0.0,0.6226415094339622,-255.70050044521182
34,0.6020733869489832,0.6461305211004207,0.0,0.6226415094339622,-255.70050044521182
35,0.5004931254079243,0.6225752105032525,0.0,0.6226415094339622,-255.70050044521182
36,0.3256730578790201,0.5807061942310694,0.0,0.6226415094339622,-255.70050044521182
37,0.48945281184631384,0.6199775203285379,0.0,0.6226415094339622,-255.70050044521182
38,-0.35103611967145554,0.41313118733115517,0.0,0.6226415094339622,-255.70050044521182
39,0.39818625851113976,0.5982518113349649,0.0,0.6226415094339622,-255.70050044521182
40,0.44314348732141945,0.6090078054169422,0.0,0.6226415094339622,-255.70050044521182
41,0.8620295966664218,0.7030845207649462,0.0,0.6226415094339622,-255.70050044521182
42,0.6650532076963918,0.66039460626109,0.0,0.6226415094339622,-255.70050044521182
43,0.4538085574188859,0.6115443701032677,0.0,0.6226415094339622,-255.70050044521182
44,-0.02748364032721254,0.4931295223809697,0.0,0.6226415094339622,-255.70050044521182
45,0.11066857764588117,0.5276389410952389,0.0,0.6226415094339622,-255.70050044521182
46,0.4523392741588881,0.6111952731750522,0.0,0.6226415094339622,-255.70050044521182
47,0.5696329964503679,0.638678486683131,0.0,0.6226415094339622,-255.70050044521182
48,-0.03840612103555188,0.4903996497792577,0.0,0.6226415094339622,-255.70050044521182
49,0.5828317487278121,0.641718731061642,0.0,0.6226415094339622,-255.70050044521182
50,0.45756267452064514,0.6124358157633555,0.0,0.6226415094339622,-255.70050044521182
51,0.37136584621105173,0.5917889737566848,0.0,0.6226415094339622,-255.70050044521182
52,-0.03885800806905593,0.4902867201616707,0.0,0.6226415094339622,-255.70050044521182
53,0.7530485834488385,0.6798426070789102,0.0,0.6226415094339622,-255.70050044521182
54,0.1599248323762806,0.5398962123505308,0.0,0.6226415094339622,-255.70050044521182
55,0.1507576049235264,0.5376181798255767,0.0,0.6226415094339622,-255.70050044521182
56,0.6869323543017367,0.6652841666150502,0.0,0.6226415094339622,-255.70050044521182
57,0.546184892599372,0.6332500048169072,0.0,0.6226415094339622,-255.70050044521182
58,0.5459256227373395,0.6331897887539818,0.0,0.6226415094339622,-255.70050044521182
